Date,Close,High,Low,Total Market Value,Dividend Market Value
2015-12-03,5037.53,5144.6,5011.72,7662124245551.0,8312396.0
2015-12-02,5123.22,5176.77,5117.15,7792340009612.0,436532303.0
2015-12-01,5156.31,5156.31,5120.17,7842838446351.0,9022795.0
2015-11-30,5108.67,5141.36,5098.7,7770070181414.0,62407066.0
2015-11-27,5127.52,5134.35,5108.51,7798704455008.0,1158828124.0
2015-11-25,5116.14,5124.09,5101.18,7781308765779.0,296843754.0
2015-11-24,5102.81,5110.75,5050.14,7760839014464.0,116715615.0
2015-11-23,5102.48,5128.08,5084.85,7761503891926.0,167009950.0
2015-11-20,5104.92,5112.46,5094.32,7764727400962.0,21502654.0
2015-11-19,5073.64,5092.46,5067.27,7716420335535.0,226600449.0
2015-11-18,5075.2,5078.8,5001.67,7735993776723.0,504114580.0
2015-11-17,4986.01,5023.45,4975.74,7600217863973.0,3394456358.0
2015-11-16,4984.62,4984.91,4908.66,7597607839544.0,24391679.0
2015-11-13,4927.88,4989.06,4925.35,7510804130752.0,60223015.0
2015-11-12,5005.08,5062.49,5004.46,7628954414253.0,2165065002.0
2015-11-11,5067.02,5111.19,5066.68,7721495627500.0,0.0
2015-11-10,5083.24,5086.88,5051.22,7746993646635.0,543958867.0
2015-11-09,5095.3,5133.44,5066.1,7765108972288.0,457574180.0
2015-11-06,5147.12,5147.12,5092.87,7843415755816.0,186911433.0
2015-11-05,5127.74,5154.86,5098.49,7813565149659.0,3105558884.0
2015-11-04,5142.48,5162.57,5122.78,7835981866541.0,1682936607.0
2015-11-03,5145.13,5163.47,5109.68,7839455850365.0,256228626.0
2015-11-02,5127.15,5130.51,5061.47,7811731606053.0,13144127.0
2015-10-30,5053.75,5085.22,5053.75,7705432695264.0,236092756.0
2015-10-29,5074.27,5084.63,5066.89,7736250544330.0,351918366.0
2015-10-28,5095.69,5095.69,5019.6,7768659023480.0,570701880.0
2015-10-27,5030.15,5040.08,5009.07,7635778645290.0,7535264.0
2015-10-26,5034.7,5045.16,5012.74,7642291693226.0,45110068.0
2015-10-23,5031.86,5048.55,4999.54,7638160869472.0,85211163.0
2015-10-22,4920.05,4926.99,4861.8,7468213002628.0,17009262.0
2015-10-21,4840.12,4904.85,4836.46,7346865540383.0,20568780.0
2015-10-20,4880.97,4909.37,4866.6,7407467741905.0,5176667.0
2015-10-19,4905.47,4915.49,4865.83,7441138035635.0,4168779.0
2015-10-16,4886.69,4886.95,4851.28,7414224591628.0,5725792.0
2015-10-15,4870.1,4870.1,4795.29,7389223935629.0,8427952.0
2015-10-14,4782.85,4820.09,4771.62,7255227673314.0,79417674.0
2015-10-13,4796.61,4858.28,4793.92,7275870430263.0,44982389.0
2015-10-12,4838.64,4846.74,4818.17,7340034974035.0,0.0
2015-10-09,4830.47,4841.38,4804.59,7327168570940.0,20127945.0
2015-10-08,4810.79,4819.07,4737.93,7300310200629.0,16306837.0
2015-10-07,4791.15,4791.15,4728.71,7270990650808.0,179498542.0
2015-10-06,4748.36,4783.37,4711.79,7206058751633.0,39283134.0
2015-10-05,4781.26,4785.91,4740.24,7256566832645.0,659246379.0
2015-10-02,4707.78,4707.78,4552.34,7143371304464.0,6108990.0
2015-10-01,4627.08,4628.23,4559.21,7027349013836.0,1113147918.0
2015-09-30,4620.16,4620.16,4559.18,7016595367902.0,179315086.0
2015-09-29,4517.32,4596.06,4487.06,6860191268780.0,98877282.0
2015-09-28,4543.97,4665.21,4529.41,6900328830553.0,860612974.0
2015-09-25,4686.5,4785.22,4659.48,7116764089170.0,67800559.0
2015-09-24,4734.48,4746.21,4670.12,7189515584421.0,41925710.0
2015-09-23,4752.74,4780.64,4735.13,7217208178784.0,120783020.0
2015-09-22,4756.72,4776.28,4716.91,7222857081462.0,65268597.0
2015-09-21,4828.95,4881.46,4795.91,7332606765094.0,5584497.0
2015-09-18,4827.23,4878.71,4819.09,7353622654616.0,4593372.0
2015-09-17,4893.95,4960.87,4880.5,7454758022030.0,117002007.0
2015-09-16,4889.24,4893.44,4848.15,7447527509746.0,146048478.0
2015-09-15,4860.52,4872.35,4802.09,7404008894420.0,64330722.0
2015-09-14,4805.76,4832.0,4791.08,7320595753799.0,898706471.0
2015-09-11,4822.34,4822.34,4763.15,7345905962194.0,607694777.0
2015-09-10,4796.25,4826.33,4746.52,7306127751949.0,105139902.0
2015-09-09,4756.53,4862.88,4746.73,7245538030217.0,487088890.0
2015-09-08,4811.93,4815.04,4754.89,7329850677530.0,313237618.0
2015-09-04,4683.92,4712.67,4657.82,7134855213922.0,379763748.0
2015-09-03,4733.5,4800.18,4721.91,7210404292017.0,46551988.0
2015-09-02,4749.98,4749.98,4659.41,7235688734020.0,442699298.0
2015-09-01,4636.1,4722.13,4614.91,7061989653219.0,6658241.0
2015-08-31,4776.51,4824.61,4763.42,7275908551118.0,805878184.0
2015-08-28,4828.32,4836.78,4788.38,7354159755452.0,259955276.0
2015-08-27,4812.71,4818.71,4721.79,7337501062785.0,129517972.0
2015-08-26,4697.54,4703.97,4530.03,7161557029933.0,358326649.0
2015-08-25,4506.49,4689.54,4506.1,6869213369063.0,137462277.0
2015-08-24,4526.25,4694.9,4292.14,6898988232719.0,342720630.0
2015-08-21,4706.04,4856.75,4706.04,7172632832482.0,62383301.0
2015-08-20,4877.49,4986.51,4877.49,7434960163083.0,119812456.0
2015-08-19,5019.05,5060.93,4992.85,7650443182447.0,107237145.0
2015-08-18,5059.35,5085.14,5054.97,7710168079805.0,2907708751.0
2015-08-17,5091.7,5092.69,5022.42,7759226086656.0,479072128.0
2015-08-14,5048.24,5051.89,5012.61,7692873847663.0,38478903.0
2015-08-13,5033.56,5071.46,5029.61,7669961299893.0,1057143314.0
2015-08-12,5044.39,5055.75,4945.79,7685211631993.0,574044150.0
2015-08-11,5036.79,5089.33,5013.45,7671981932339.0,76261388.0
2015-08-10,5101.8,5112.47,5081.11,7770851879400.0,105479169.0
2015-08-07,5043.54,5055.56,5006.15,7682120461924.0,250212695.0
2015-08-06,5056.44,5149.93,5035.41,7704419187380.0,3248985169.0
2015-08-05,5139.94,5175.26,5131.86,7830449383295.0,1339589574.0
2015-08-04,5105.55,5125.9,5092.46,7770620715498.0,413685302.0
2015-08-03,5115.38,5143.08,5082.32,7785961201072.0,110278304.0
2015-07-31,5128.28,5155.02,5122.37,7806241109518.0,76670910.0
2015-07-30,5128.78,5135.65,5070.62,7814707177664.0,417582282.0
2015-07-29,5111.73,5117.84,5080.04,7788753130781.0,592039262.0
2015-07-28,5089.21,5097.69,5025.61,7748049881930.0,23058883.0
2015-07-27,5039.78,5072.88,5032.69,7672697041098.0,403323.0
2015-07-24,5088.63,5167.54,5084.51,7799200955560.0,83707553.0
2015-07-23,5146.41,5197.0,5137.64,7899502718323.0,705293524.0
2015-07-22,5171.77,5184.74,5145.78,7933107269960.0,20305428.0
2015-07-21,5208.12,5229.0,5196.3,7988188606000.0,4127630.0
2015-07-20,5218.86,5231.94,5201.49,8006169204370.0,4583356.0
2015-07-17,5210.14,5210.16,5183.23,7991551584785.0,4289942.0
2015-07-16,5163.18,5163.18,5128.56,7916892806430.0,2489270.0
2015-07-15,5098.94,5125.32,5088.12,7818336849190.0,80400591.0
2015-07-14,5104.89,5116.52,5075.12,7763845684661.0,14778269.0
2015-07-13,5071.51,5074.81,5036.68,7713300427905.0,51855835.0
2015-07-10,4997.7,5008.05,4966.51,7601020346043.0,8788253.0
2015-07-09,4922.4,4982.19,4920.4,7484530611771.0,38333959.0
2015-07-08,4909.76,4965.45,4901.51,7467683467047.0,158978951.0
2015-07-07,4997.46,5001.99,4902.21,7595096326668.0,4996045.0
2015-07-06,4991.94,5020.71,4960.93,7586706166413.0,25561096.0
2015-07-02,5009.21,5027.47,4990.74,7621578296147.0,60010372.0
2015-07-01,5013.12,5038.55,4994.46,7630920345119.0,1077327093.0
2015-06-30,4986.87,5008.76,4968.26,7591842091725.0,195584486.0
2015-06-29,4958.47,5051.01,4956.23,7546122280305.0,708370809.0
2015-06-26,5080.51,5121.47,5060.82,7728567919838.0,817527715.0
2015-06-25,5112.19,5141.71,5102.16,7776381770055.0,43220393.0
2015-06-24,5122.41,5164.36,5121.64,7790695703274.0,145949077.0
2015-06-23,5160.09,5163.41,5139.33,7856545909607.0,38849046.0
2015-06-22,5153.97,5162.13,5142.78,7847210349910.0,242932.0
2015-06-19,5117.0,5140.17,5113.94,7804542188577.0,2371527.0
2015-06-18,5132.95,5143.32,5082.03,7828534208624.0,49655490.0
2015-06-17,5064.88,5080.11,5042.25,7724504961083.0,140664620.0
2015-06-16,5055.55,5063.06,5022.56,7710264822604.0,27575747.0
2015-06-15,5029.97,5035.37,4985.94,7670981158509.0,160693506.0
2015-06-12,5051.1,5067.96,5043.24,7702329420131.0,889708773.0
2015-06-11,5082.51,5101.39,5075.05,7749837435963.0,404444397.0
2015-06-10,5076.69,5086.66,5024.17,7741411072544.0,963174698.0
2015-06-09,5013.87,5027.02,4974.62,7645971740704.0,140406361.0
2015-06-08,5021.63,5069.0,5014.06,7654517727714.0,413184478.0
2015-06-05,5068.46,5074.98,5025.52,7725397799105.0,107519145.0
2015-06-04,5059.12,5101.11,5046.29,7710824692830.0,28638491.0
2015-06-03,5099.23,5114.6,5084.99,7771951135574.0,362531322.0
2015-06-02,5076.52,5100.02,5047.35,7735947004073.0,3708336.0
2015-06-01,5082.93,5099.01,5045.67,7746663708824.0,833023130.0
2015-05-29,5070.03,5099.4,5057.59,7726910069029.0,31455721.0
2015-05-28,5097.98,5106.65,5080.25,7769669052225.0,338535711.0
2015-05-27,5106.59,5111.54,5039.37,7782646359434.0,406957287.0
2015-05-26,5032.75,5081.17,5016.74,7686311808833.0,267517631.0
2015-05-22,5089.36,5103.84,5085.19,7772544563102.0,152711903.0
2015-05-21,5090.79,5098.23,5062.51,7777147124700.0,142690742.0
2015-05-20,5071.74,5097.52,5050.21,7748306014357.0,306126221.0
2015-05-19,5070.03,5087.35,5062.8,7747264435784.0,3298785973.0
2015-05-18,5078.44,5084.5,5037.54,7759377981923.0,38314493.0
2015-05-15,5048.29,5062.65,5034.84,7712848980254.0,300391842.0
2015-05-14,5050.8,5051.72,4999.65,7716332313619.0,174812098.0
2015-05-13,4981.69,5012.97,4977.49,7610642537764.0,376484184.0
2015-05-12,4976.19,4995.5,4931.6,7600924778969.0,667788520.0
2015-05-11,4993.57,5017.38,4992.02,7627463209348.0,173415739.0
2015-05-08,5003.55,5014.33,4989.26,7641772383328.0,7861874.0
2015-05-07,4945.54,4957.12,4914.53,7553526700833.0,3475086467.0
2015-05-06,4919.64,4965.1,4888.17,7513485105312.0,152216107.0
2015-05-05,4939.33,5008.27,4934.34,7544477151169.0,1474110813.0
2015-05-04,5016.93,5043.62,5013.02,7662947803120.0,75342110.0
2015-05-01,5005.39,5005.39,4962.74,7645660571597.0,96466032.0
2015-04-30,4941.42,5015.96,4921.55,7547757446643.0,198649956.0
2015-04-29,5023.64,5053.84,4999.83,7673145465813.0,624593018.0
2015-04-28,5055.42,5075.3,5006.28,7721293223539.0,479248797.0
2015-04-27,5060.25,5119.83,5053.54,7729830440978.0,23165597.0
2015-04-24,5092.08,5100.37,5081.21,7780348778303.0,150456667.0
2015-04-23,5056.06,5073.09,5019.29,7725310399070.0,21842520.0
2015-04-22,5035.17,5040.65,4992.62,7693383683380.0,41067917.0
2015-04-21,5014.1,5028.22,5009.51,7659846103647.0,3804177.0
2015-04-20,4994.6,5000.2,4952.68,7630057869620.0,4864533.0
2015-04-17,4931.81,4974.09,4912.33,7534260969806.0,5248188.0
2015-04-16,5007.79,5016.0,4996.0,7645889737069.0,11275049.0
2015-04-15,5011.02,5021.19,4989.24,7647311150501.0,133255010.0
2015-04-14,4977.29,4996.82,4952.01,7594027087618.0,23041202.0
2015-04-13,4988.25,5024.25,4985.96,7610547022088.0,44843191.0
2015-04-10,4995.98,4996.08,4970.02,7622246196061.0,2010703.0
2015-04-09,4974.56,4975.93,4928.11,7588970370248.0,42772691.0
2015-04-08,4950.82,4956.72,4914.15,7552672558048.0,531308720.0
2015-04-07,4910.23,4948.88,4909.77,7476487021690.0,6211676.0
2015-04-06,4917.32,4929.62,4852.91,7487787223171.0,13244982.0
2015-04-02,4886.94,4901.33,4872.96,7440955826476.0,74031406.0
2015-04-01,4880.23,4899.38,4844.39,7441341902157.0,15770939.0
2015-03-31,4900.88,4940.87,4899.31,7472862074674.0,1230346906.0
2015-03-30,4947.44,4948.46,4921.12,7543542147924.0,740856744.0
2015-03-27,4891.22,4899.26,4859.66,7457511920539.0,903126419.0
2015-03-26,4863.36,4889.21,4825.93,7414488991924.0,212909175.0
2015-03-25,4876.52,5006.76,4876.52,7434378040378.0,107223515.0
2015-03-24,4994.73,5032.48,4994.56,7614413057333.0,19245190.0
2015-03-23,5010.97,5031.39,5010.97,7638384695076.0,1870453.0
2015-03-20,5026.42,5042.14,5020.07,7672245501611.0,11230868.0
2015-03-19,4992.38,5000.02,4979.94,7620206221667.0,17638665.0
2015-03-18,4982.83,5001.57,4907.72,7605576974160.0,170767330.0
2015-03-17,4937.43,4944.91,4907.02,7536206795016.0,6306286.0
2015-03-16,4929.51,4929.94,4889.09,7524367367697.0,155940005.0
2015-03-13,4871.76,4904.47,4842.8,7427110398298.0,94676744.0
2015-03-12,4893.29,4895.8,4853.2,7459367608205.0,404514945.0
2015-03-11,4849.94,4876.09,4846.79,7401491876158.0,535179258.0
2015-03-10,4859.79,4903.44,4859.79,7416868884172.0,297771237.0
2015-03-09,4942.44,4950.47,4920.82,7542987541252.0,505395140.0
2015-03-06,4927.37,4982.93,4918.63,7520035614055.0,316821562.0
2015-03-05,4982.81,4993.52,4963.1,7603551499304.0,336072189.0
2015-03-04,4967.14,4973.32,4938.9,7579680154062.0,319390212.0
2015-03-03,4979.9,4996.66,4956.07,7599137234848.0,85345750.0
2015-03-02,5008.1,5008.57,4972.01,7642166681135.0,723822503.0
2015-02-27,4963.53,4989.25,4960.87,7574393787039.0,43946711.0
2015-02-26,4987.89,4989.11,4955.51,7611310938125.0,301697924.0
2015-02-25,4967.14,4984.24,4956.0,7579598804950.0,452896916.0
2015-02-24,4968.12,4971.18,4945.14,7581945217729.0,189704737.0
2015-02-23,4960.97,4960.97,4939.56,7575934584195.0,60649034.0
2015-02-20,4955.97,4957.02,4905.59,7568370886308.0,25676939.0
2015-02-19,4924.7,4929.53,4900.63,7520623272585.0,297532621.0
2015-02-18,4906.36,4907.5,4885.6,7492549312310.0,62718000.0
2015-02-17,4899.27,4901.89,4880.64,7480348894373.0,2891999277.0
2015-02-13,4893.84,4893.84,4860.12,7471955782735.0,520158554.0
2015-02-12,4857.61,4857.61,4823.57,7416892641941.0,132374048.0
2015-02-11,4801.18,4810.36,4780.13,7331148621738.0,804684527.0
2015-02-10,4787.64,4793.27,4737.12,7309725733488.0,711580138.0
2015-02-09,4726.01,4749.47,4719.61,7215740819656.0,44307389.0
2015-02-06,4744.4,4787.18,4731.22,7247335800039.0,284335044.0
2015-02-05,4765.1,4767.38,4722.8,7279087561590.0,2956189372.0
2015-02-04,4716.7,4744.33,4697.79,7207691455557.0,1370899811.0
2015-02-03,4727.74,4727.74,4670.82,7222486165590.0,376332448.0
2015-02-02,4676.69,4676.69,4580.46,7145366652499.0,81036096.0
2015-01-30,4635.24,4703.81,4631.1,7079713199103.0,123666468.0
2015-01-29,4683.41,4688.41,4601.76,7154480773953.0,354782563.0
2015-01-28,4637.99,4742.06,4637.48,7084938195363.0,623197367.0
2015-01-27,4681.5,4721.87,4659.83,7152757339969.0,1378759.0
2015-01-26,4771.76,4774.18,4734.2,7289813158895.0,10982577.0
2015-01-23,4757.88,4771.18,4737.95,7268621490161.0,2334956.0
2015-01-22,4750.4,4752.6,4644.57,7257288055768.0,15897458.0
2015-01-21,4667.42,4692.46,4629.59,7138109192326.0,22536846.0
2015-01-20,4654.85,4665.65,4601.1,7117180317685.0,4325218.0
2015-01-16,4634.38,4635.82,4563.11,7088325004584.0,0.0
2015-01-15,4570.82,4663.96,4567.39,6991082612672.0,4979558.0
2015-01-14,4639.32,4655.37,4595.98,7095506526945.0,107128717.0
2015-01-13,4661.5,4751.34,4624.28,7119858249615.0,29224195.0
2015-01-12,4664.71,4715.81,4650.65,7124848320173.0,7432861.0
2015-01-09,4704.07,4744.71,4681.24,7184962910568.0,54881075.0
2015-01-08,4736.19,4741.38,4688.02,7233995255398.0,42063028.0
2015-01-07,4650.47,4652.72,4613.9,7103114014803.0,162963420.0
2015-01-06,4592.74,4667.33,4567.59,7014884148135.0,20536512.0
2015-01-05,4652.57,4702.77,4641.46,7105767352613.0,614239354.0
2015-01-02,4726.81,4777.01,4698.11,7207247857522.0,1005345058.0
2014-12-31,4736.05,4806.43,4734.11,7158407814522.0,9887861.0
2014-12-30,4777.44,4803.89,4772.88,7221069342924.0,214841743.0
2014-12-29,4806.91,4813.72,4798.9,7266374377362.0,860116938.0
2014-12-26,4806.86,4814.95,4787.85,7266271892701.0,8862828.0
2014-12-24,4773.47,4787.57,4768.67,7214788280181.0,733168552.0
2014-12-23,4765.42,4798.06,4761.39,7202812892054.0,441911604.0
2014-12-22,4781.42,4781.93,4757.8,7229795252214.0,6245203.0
2014-12-19,4765.38,4782.13,4738.29,7222965994891.0,13107780.0
2014-12-18,4748.4,4748.4,4697.09,7196569650472.0,158969808.0
2014-12-17,4644.31,4651.9,4550.7,7039121285827.0,181780826.0
2014-12-16,4547.83,4645.19,4547.31,6893280307316.0,8720695.0
2014-12-15,4605.16,4690.58,4592.43,6982443519768.0,118468729.0
2014-12-12,4653.6,4707.92,4653.6,7053984751206.0,143550905.0
2014-12-11,4708.16,4759.88,4699.42,7136328586637.0,404304618.0
2014-12-10,4684.03,4766.64,4679.24,7093126043353.0,433079727.0
2014-12-09,4766.47,4768.41,4674.38,7217654884312.0,125949841.0
2014-12-08,4740.69,4793.24,4722.91,7178068271488.0,291510877.0
2014-12-05,4780.76,4788.98,4769.64,7238826366035.0,20886641.0
2014-12-04,4769.44,4785.41,4753.71,7229043321079.0,153192016.0
2014-12-03,4774.47,4781.37,4745.14,7239302176024.0,452533226.0
2014-12-02,4755.81,4761.63,4729.76,7211117869913.0,3582348.0
2014-12-01,4727.35,4782.07,4724.62,7167934002866.0,39860045.0
2014-11-28,4791.63,4810.86,4786.72,7265374637237.0,91426725.0
2014-11-26,4787.32,4788.0,4757.49,7258844315775.0,1182419331.0
2014-11-25,4758.25,4774.52,4749.92,7215909414820.0,217842771.0
2014-11-24,4754.89,4755.02,4723.62,7210805800834.0,156792249.0
2014-11-21,4712.97,4751.6,4700.73,7147114402613.0,85932116.0
2014-11-20,4701.87,4702.97,4653.33,7126489134571.0,547279754.0
2014-11-19,4675.71,4696.2,4655.72,7086780830284.0,185005498.0
2014-11-18,4702.44,4709.83,4674.3,7126301915529.0,2998065297.0
2014-11-17,4671.0,4689.53,4655.19,7078751988835.0,9586112.0
2014-11-14,4688.54,4688.74,4664.3,7103263467661.0,75848288.0
2014-11-13,4680.14,4703.11,4664.27,7089127340210.0,443706648.0
2014-11-12,4675.13,4678.58,4643.78,7081093095864.0,524542717.0
2014-11-11,4660.56,4661.22,4640.24,7059408639130.0,0.0
2014-11-10,4651.62,4653.38,4626.49,7045748378240.0,726503766.0
2014-11-07,4632.53,4638.8,4606.81,7014571141250.0,266384676.0
2014-11-06,4638.47,4639.17,4604.76,7023120219813.0,3260940184.0
2014-11-05,4620.72,4650.39,4607.73,6996329098259.0,1567030105.0
2014-11-04,4623.64,4635.95,4594.92,6995918979019.0,40813726.0
2014-11-03,4638.91,4654.18,4627.42,7018076073679.0,193765869.0
2014-10-31,4630.74,4641.51,4616.58,7012295956557.0,58362996.0
2014-10-30,4566.14,4575.5,4521.79,6914418341800.0,453606226.0
2014-10-29,4549.23,4564.44,4517.02,6888583386898.0,656184691.0
2014-10-28,4564.29,4564.29,4505.11,6911134895243.0,28892874.0
2014-10-27,4485.93,4489.6,4450.29,6792478025359.0,8440992.0
2014-10-24,4483.72,4486.26,4445.85,6789233024937.0,5072042.0
2014-10-23,4452.79,4475.55,4421.56,6742292664152.0,25241371.0
2014-10-22,4382.85,4435.86,4381.28,6636125665406.0,90963829.0
2014-10-21,4419.48,4419.48,4356.1,6691287735093.0,0.0
2014-10-20,4316.07,4316.87,4248.22,6534790879204.0,4443494.0
2014-10-17,4258.44,4296.11,4241.67,6447525397724.0,4277774.0
2014-10-16,4217.39,4246.01,4131.65,6383909959227.0,14999862.0
2014-10-15,4215.32,4231.54,4116.6,6380752779690.0,404404813.0
2014-10-14,4227.17,4281.34,4212.82,6383799143241.0,4873162.0
2014-10-13,4213.66,4303.82,4212.87,6363380974988.0,0.0
2014-10-10,4276.24,4380.51,4276.24,6457206589576.0,24964490.0
2014-10-09,4378.34,4464.13,4377.28,6612136847555.0,299593.0
2014-10-08,4468.59,4473.73,4355.34,6748463384239.0,275638973.0
2014-10-07,4385.2,4441.76,4385.15,6622307932252.0,2888446.0
2014-10-06,4454.8,4496.26,4444.1,6727394709898.0,117255478.0
2014-10-03,4475.62,4488.07,4445.72,6758333160754.0,36894989.0
2014-10-02,4430.19,4441.95,4367.74,6686774186178.0,14414538.0
2014-10-01,4422.09,4486.79,4409.3,6674623772845.0,169213070.0
2014-09-30,4493.39,4522.06,4483.91,6781381708881.0,1020274267.0
2014-09-29,4505.85,4515.24,4464.44,6808582952763.0,652209492.0
2014-09-26,4512.19,4515.75,4475.48,6815178845683.0,1017887115.0
2014-09-25,4466.75,4546.93,4466.64,6745924911749.0,30954849.0
2014-09-24,4555.22,4557.27,4500.13,6878594034439.0,156284743.0
2014-09-23,4508.69,4536.03,4508.42,6808377573438.0,20295788.0
2014-09-22,4527.69,4568.87,4513.12,6836683888035.0,276385.0
2014-09-19,4579.79,4610.57,4563.44,6929307816698.0,22445234.0
2014-09-18,4593.43,4593.98,4572.62,6949782605971.0,75712904.0
2014-09-17,4562.19,4582.4,4539.36,6902118236573.0,99728865.0
2014-09-16,4552.76,4558.24,4499.87,6887793591611.0,17473547.0
2014-09-15,4518.9,4567.47,4506.73,6836067679764.0,131739558.0
2014-09-12,4567.6,4590.08,4555.68,6909150027310.0,59080677.0
2014-09-11,4591.81,4591.81,4559.75,6946024832323.0,503780291.0
2014-09-10,4586.52,4587.1,4544.84,6937911306310.0,516497146.0
2014-09-09,4552.29,4599.03,4544.44,6886127672423.0,44239684.0
2014-09-08,4592.29,4600.4,4570.23,6951719135877.0,580140079.0
2014-09-05,4582.9,4583.0,4542.74,6937499826004.0,18061018.0
2014-09-04,4562.29,4603.15,4553.31,6906265694633.0,200445272.0
2014-09-03,4572.57,4610.14,4565.38,6921374126547.0,491139671.0
2014-09-02,4598.19,4598.64,4576.8,6960619053014.0,0.0
2014-08-29,4580.27,4580.27,4553.78,6932921487439.0,745916064.0
2014-08-28,4557.69,4565.96,4546.62,6898606280267.0,137259425.0
2014-08-27,4569.62,4575.81,4561.83,6916777924618.0,337549361.0
2014-08-26,4570.64,4575.59,4556.78,6916974198691.0,44675627.0
2014-08-25,4557.35,4571.14,4547.78,6896688668665.0,254721252.0
2014-08-22,4538.55,4547.24,4521.77,6867718366144.0,17901621.0
2014-08-21,4532.1,4534.0,4513.81,6857893550439.0,76425665.0
2014-08-20,4526.48,4533.01,4515.73,6849360992079.0,54357171.0
2014-08-19,4527.51,4528.91,4513.92,6849360878569.0,2862363851.0
2014-08-18,4508.31,4509.16,4486.44,6821153285520.0,19429231.0
2014-08-15,4464.93,4482.47,4427.13,6755505589655.0,56034653.0
2014-08-14,4453.0,4453.0,4433.94,6743368197787.0,352015735.0
2014-08-13,4434.13,4434.31,4403.64,6714474454240.0,368514021.0
2014-08-12,4389.25,4407.08,4371.84,6645971405038.0,522693158.0
2014-08-11,4401.33,4415.78,4384.15,6664259613650.0,30563181.0
2014-08-08,4370.9,4373.12,4327.87,6617744525095.0,199000888.0
2014-08-07,4334.97,4379.7,4321.89,6562904794429.0,3088382661.0
2014-08-06,4355.05,4378.99,4325.04,6599414307442.0,332291794.0
2014-08-05,4352.84,4383.02,4333.58,6598231495589.0,1455752963.0
2014-08-04,4383.89,4395.38,4343.03,6644943858190.0,110714603.0
2014-08-01,4352.64,4385.05,4324.02,6597080971445.0,91467589.0
2014-07-31,4369.77,4430.8,4367.15,6621038040604.0,281263638.0
2014-07-30,4462.9,4476.06,4444.51,6762231972049.0,468539212.0
2014-07-29,4442.7,4470.97,4441.03,6731268379536.0,398631309.0
2014-07-28,4444.91,4455.39,4413.91,6734550945555.0,635022.0
2014-07-25,4449.56,4457.95,4430.43,6739769336598.0,138687.0
2014-07-24,4472.11,4485.5,4465.93,6775899033249.0,14080867.0
2014-07-23,4473.7,4480.73,4457.94,6778833638616.0,87311274.0
2014-07-22,4456.02,4464.13,4443.35,6754225191670.0,1070047.0
2014-07-21,4424.7,4432.42,4404.51,6706660360306.0,1626961.0
2014-07-18,4432.15,4434.43,4378.22,6716764871862.0,683869.0
2014-07-17,4363.45,4425.38,4352.24,6612742723147.0,27992687.0
2014-07-16,4425.97,4448.87,4419.71,6707449040262.0,56182094.0
2014-07-15,4416.39,4451.92,4389.7,6692007954304.0,14701455.0
2014-07-14,4440.42,4451.6,4432.95,6728653211671.0,255460.0
2014-07-11,4415.49,4417.16,4389.29,6690121978181.0,31634305.0
2014-07-10,4396.2,4415.85,4351.04,6660824340891.0,954124.0
2014-07-09,4419.03,4421.93,4388.01,6695272023400.0,650279643.0
2014-07-08,4391.46,4443.56,4372.04,6652719326275.0,116732897.0
2014-07-07,4451.53,4478.02,4447.6,6744067378752.0,18654934.0
2014-07-03,4485.93,4485.93,4463.85,6796367603026.0,124779156.0
2014-07-02,4457.73,4466.92,4450.87,6754682270704.0,987984577.0
2014-07-01,4458.65,4471.59,4424.43,6753832900805.0,143507249.0
2014-06-30,4408.18,4417.46,4396.59,6677634519293.0,607937445.0
2014-06-27,4397.93,4398.85,4371.6,6658643220987.0,89661580.0
2014-06-26,4379.05,4379.8,4347.45,6629469398684.0,1014121359.0
2014-06-25,4379.76,4383.55,4339.41,6630140396652.0,203094934.0
2014-06-24,4350.36,4399.87,4342.9,6585470171250.0,17349689.0
2014-06-23,4368.68,4371.81,4358.68,6613630038371.0,2629981.0
2014-06-20,4368.04,4368.8,4354.03,6599479576917.0,0.0
2014-06-19,4359.33,4372.18,4339.61,6580880564726.0,22814721.0
2014-06-18,4362.84,4365.1,4320.54,6584756249239.0,15041478.0
2014-06-17,4337.23,4346.12,4311.15,6546116003452.0,75423254.0
2014-06-16,4321.11,4326.89,4296.26,6521745732333.0,99964857.0
2014-06-13,4310.65,4317.67,4288.41,6499031537928.0,151865238.0
2014-06-12,4297.63,4328.35,4284.53,6478579454235.0,148169945.0
2014-06-11,4331.93,4338.21,4315.49,6530134132102.0,1305338193.0
2014-06-10,4338.0,4338.87,4319.93,6539275537672.0,115690440.0
2014-06-09,4336.24,4346.74,4320.28,6536573645194.0,47449361.0
2014-06-06,4321.4,4322.51,4305.74,6513856726052.0,352612443.0
2014-06-05,4296.23,4299.5,4241.68,6475906805962.0,255298209.0
2014-06-04,4251.64,4256.19,4216.23,6408072032779.0,404212031.0
2014-06-03,4234.08,4240.35,4215.8,6381602351275.0,70778606.0
2014-06-02,4237.2,4247.96,4207.61,6385579159885.0,777844935.0
2014-05-30,4242.62,4252.08,4221.95,6394109424624.0,6151619.0
2014-05-29,4247.95,4247.95,4228.96,6403808964837.0,211352293.0
2014-05-28,4225.07,4238.17,4216.89,6369181088240.0,449335342.0
2014-05-27,4237.07,4237.07,4204.72,6383587365683.0,111942013.0
2014-05-23,4185.81,4186.58,4148.3,6306248481559.0,33175389.0
2014-05-22,4154.34,4164.85,4131.47,6255567189446.0,135775627.0
